Column1,Column2
P15498,O15524
P15498,Q13191
P15498,Q9H0H5
P15498,P60953
P15498,P63000
P15498,P43403
P15498,P62993
P15498,P29350
P15498,P00533
P15498,P06241
P15498,O60674
P15498,P27986
P15498,P00519
P19174,P10721
P19174,P09619
P19174,P16234
P19174,P43403
P19174,Q07889
P19174,Q08881
P19174,P12931
P19174,P04629
P19174,Q16288
P19174,P42768
P19174,P43405
P19174,Q05397
P19174,Q07890
P19174,Q13094
P19174,P78314
P19174,O43561
P19174,Q07666
P19174,O95817
P19174,Q13480
P19174,Q9GZY6
P19174,P62993
P19174,P00519
P19174,P17948
P19174,P35968
P19174,P06213
P19174,P09327
P19174,Q16620
P19174,P29353
P19174,P68104
P19174,P00533
P19174,P11362
P19174,Q9UM73
P19174,P07949
P19174,P20936
P19174,P10912
P19174,O60674
P16471,P01236
P36897,P16070
P36897,P62942
P36897,P01137
P36897,P37173
P36897,P10600
P36897,P98082
P36897,Q15796
P36897,O15105
P36897,Q9Y3F4
P36897,P17813
P36897,Q9Y4K3
P36897,P07900
P16070,P35240
P16070,P13611
P16070,P15311
P16070,P06241
P16070,P06239
P16070,P12931
P16070,P26038
P43405,P09769
P43405,P07948
P43405,P29350
P43405,P62993
P43405,P12931
P43405,P05107
P43405,P78314
P43405,P07766
P43405,P40259
P43405,Q13191
P43405,P27986
P43405,P06241
P43405,P12318
P43405,P30273
P43405,P06239
P43405,P20273
P43405,Q14247
P43405,Q8TF42
P61978,Q08881
P61978,P17676
P61978,P12931
P61978,Q15366
P61978,Q92499
P61978,Q07666
P61978,Q99873
P61978,P14866
P61978,P67809
P61978,P43243
P61978,Q96PU8
P61978,Q5VWX1
P61978,P41240
P61978,P06241
P61978,P09429
P61978,P26599
P61978,P09651
P61978,P62993
P61978,Q00987
P61978,P04637
P61978,O14965
P61978,P63165
P61978,Q14103
Q13239,P29317
Q13239,P00533
Q14289,P29350
Q14289,P12931
Q14289,P62993
Q14289,P49023
Q14289,P56945
Q14289,O15259
Q14289,P20936
Q14289,O43294
Q14289,P00533
Q14289,Q01844
Q14289,P06241
Q15910,P46100
Q15910,Q13547
Q15910,O75530
Q15910,Q15022
Q15910,O43189
Q15910,P26358
Q15910,Q9UBC3
Q15910,Q9Y6K1
Q15910,Q92833
Q15910,Q09028
Q15910,Q96EB6
Q15910,P62877
Q15910,P84243
Q15910,Q6ZN18
Q15910,Q16576
Q13094,P29350
Q13094,P43403
Q13094,Q08881
Q13094,P62993
Q13094,P16333
Q13094,O75791
Q13094,P06239
Q13094,P27986
Q13094,P00533
P78314,P43403
P78314,P52735
P78314,O43561
P78314,Q96B97
P78314,P27348
P78314,Q9H2K2
O43255,P08247
O43255,Q9GZU2
O43255,Q12933
O43255,Q9H6Z9
O43561,P43403
O43561,Q08881
O43561,P62993
O43561,P16885
O43561,O75791
O43561,Q13588
O43561,P06239
O43561,P27986
O43561,P00533
O15524,Q15369
O15524,Q04206
O15524,P06241
O15524,P35568
O15524,O60674
O15524,P07333
O15524,P46108
O15524,P08581
Q13191,P62993
Q13191,Q96B97
Q13191,P46109
Q13191,P27986
Q13191,Q14155
Q13191,P00533
Q13191,P46108
Q13191,Q9Y5K6
Q9H0H5,P52198
Q9H0H5,Q96GD4
Q9H0H5,Q02241
Q9H0H5,P61981
Q9H0H5,P31946
Q9H0H5,Q9H8V3
P27635,P07947
P27635,P12931
P27635,P62829
P27635,P46776
P27635,Q07020
P27635,P62750
P27635,P62913
P27635,P30050
P27635,P32969
P27635,P62917
P27635,P39023
P27635,P36578
P27635,P46777
P27635,P15880
P27635,P62266
P27635,P62244
P27635,P62249
P27635,P62906
P27635,P23396
P27635,P46782
P27635,P05388
P27635,P62269
P27635,P60866
P27635,P62280
P27635,P62263
P27635,P40429
P27635,P42766
P07947,P10721
P07947,Q05397
P07947,Q07666
P20226,Q04864
P20226,P05412
P20226,P19793
P20226,P25208
P20226,P29083
P20226,P29084
P20226,P13984
P20226,P04637
P20226,P21675
P20226,P20749
P20226,P35869
P20226,P52657
P20226,P52655
P20226,Q01658
P20226,Q14919
P20226,Q15788
P20226,Q5SXM2
P20226,Q13422
P20226,Q92994
P20226,Q15573
P20226,Q53T94
P20226,Q15572
P20226,Q13487
P20226,O14981
P20226,Q01892
P20226,Q9HAW0
P20226,P26367
P20226,P29375
P20226,Q00403
P20226,Q12947
P20226,O60869
P20226,O75629
P20226,Q15543
P20226,Q15542
P20226,Q12962
P20226,Q15544
P20226,P49736
P20226,P06400
P20226,P01106
P20226,P78317
P20226,Q16514
P20226,Q03060
P20226,P17947
P20226,P03372
P20226,P04150
P20226,Q00613
P20226,P28360
P20226,P35998
P20226,P09429
P20226,Q04206
P20226,P14859
P20226,P09086
P20226,Q00987
P20226,P01100
P20226,P24928
P20226,P35269
P20226,O00268
P20226,P49848
P20226,Q15545
P20226,Q9Y3D8
P20226,Q6P1X5
P20226,Q9H5J8
Q04864,O00221
Q04864,P25963
Q04864,P19838
Q04864,Q00653
Q04864,Q04206
Q04864,P41279
Q04864,Q15653
Q04864,Q8NFZ5
P07948,P10721
P07948,P16671
P07948,P29350
P07948,Q06187
P07948,P25063
P07948,P27815
P07948,P16885
P07948,P29353
P07948,Q05397
P07948,P48736
P07948,P14317
P07948,P27361
P07948,Q07666
P07948,P56945
P07948,Q6PIZ9
P07948,Q8WWW8
P07948,Q9HCN6
P07948,P42680
P07948,Q99704
P07948,P00533
P07948,P19235
P07948,P32927
P07948,P20273
P07948,P48023
P10721,P27986
P10721,Q06124
P10721,P29350
P10721,P21583
P10721,P42679
P10721,P42224
P10721,P42680
P10721,P46109
P10721,Q13588
P10721,O75791
P10721,Q9UQQ2
P10721,Q9ULZ2
P10721,P62993
P10721,O14544
P10721,P46108
P10721,O60674
P10721,P06239
P27986,P09619
P27986,P10747
P27986,P09564
P27986,P01112
P27986,P12931
P27986,P21860
P27986,Q96B97
P27986,P42768
P27986,P15509
P27986,P10398
P27986,P29353
P27986,Q05397
P27986,Q9Y4H2
P27986,P10912
P27986,P46109
P27986,O00329
P27986,P42338
P27986,Q13480
P27986,P61981
P27986,Q9UQC2
P27986,P07766
P27986,P29350
P27986,P62993
P27986,P04629
P27986,P35222
P27986,P60953
P27986,P00519
P27986,P30530
P27986,Q07666
P27986,P11362
P27986,P46108
P27986,P00533
P27986,P19235
P27986,P06241
P27986,P12318
P27986,P08069
P27986,P35568
P27986,P06213
P27986,O60674
P27986,P06239
P27986,P42336
P27986,P07333
P27986,P29376
P27986,Q13111
P27986,O15455
Q06124,P09619
Q06124,P16284
Q06124,P29317
Q06124,P40189
Q06124,Q05397
Q06124,P10912
Q06124,P48357
Q06124,Q03135
Q06124,P42229
Q06124,Q13291
Q06124,O95297
Q06124,Q13480
Q06124,Q9Y3P8
Q06124,Q9UQC2
Q06124,Q8WU20
Q06124,Q7Z6A9
Q06124,P62993
Q06124,P13688
Q06124,O14543
Q06124,P00533
Q06124,P19235
Q06124,P32927
Q06124,P08069
Q06124,P35568
Q06124,P06213
Q06124,P23458
Q06124,O60674
Q06124,P20138
Q06124,P08581
Q06124,Q15303
Q06124,P21860
P35240,Q13153
P35240,O14964
P35240,O14745
P35240,P15311
P35240,Q9H204
P35240,Q16531
P35240,P31749
P35240,Q4VCS5
P35240,O95835
P35240,Q9NRM7
P29350,P21854
P29350,P16284
P29350,P29597
P29350,P43403
P29350,P30874
P29350,P00519
P29350,Q03135
P29350,P78324
P29350,Q8WV28
P29350,Q9UKJ1
P29350,Q8NHJ6
P29350,P62993
P29350,P35968
P29350,P43628
P29350,Q6GTX8
P29350,P00533
P29350,P19235
P29350,P32927
P29350,P06213
P29350,P24394
P29350,O60674
P29350,P06239
P29350,P20138
P29350,P20273
P29350,P08922
P42224,P19525
P42224,Q05655
P42224,Q00597
P42224,Q92793
P42224,P52630
P42224,Q05397
P42224,P33992
P42224,Q13287
P42224,Q6UWB1
P42224,O75925
P42224,P48551
P42224,P38398
P42224,P40763
P42224,Q09472
P42224,P15260
P42224,P00533
P42224,P14784
P42224,Q00978
P42224,P10914
P42224,O60674
P42680,Q99704
P42680,O60674
P08637,P28907
P08637,P02743
P46109,P16234
P46109,P00519
P46109,P42768
P46109,Q13905
P46109,P42229
P46109,Q92918
P46109,P49023
P46109,Q99704
P46109,P56945
P46109,Q13480
P46109,Q9Y4K4
P46109,Q9UQC2
P46109,Q14511
P46109,P11274
P46109,P19235
P46109,P00533
Q13588,P19235
Q13588,P48023
O75791,Q92918
O75791,Q07666
O75791,Q13480
O75791,Q9UQC2
O75791,O95273
O75791,O95630
O75791,P40818
O75791,Q8WV28
O75791,P07333
O75791,Q9H3S7
O75791,P00533
Q9UQQ2,P62993
Q9UQQ2,P06239
Q9ULZ2,O94763
Q9ULZ2,Q96B97
P42768,P09769
P42768,Q08881
P42768,P62993
P42768,P12931
P42768,Q06187
P42768,Q05209
P42768,P16333
P42768,P50552
P42768,P63000
P42768,O43516
P42768,Q15642
P42768,O43586
P42768,Q9NZM3
P42768,Q8TF74
P42768,P60953
P42768,P06241
P42768,P08631
P42768,O15145
P42768,O43639
P09769,P98082
P09769,Q99704
P09769,P00533
P98082,P12931
P98082,P62993
P98082,P37173
P98082,P98164
P98082,Q9UM54
P98082,Q13526
P98082,Q15796
P98082,Q92997
P98082,P84022
P98082,P41240
Q92585,Q99466
Q92585,P46531
Q92585,Q09472
Q92585,Q06330
P01308,P48745
P48745,P46531
P48745,P23142
P48745,P01344
P46531,P25490
P46531,P78504
P46531,Q9Y219
P46531,Q86Y01
P46531,Q13573
P46531,P84022
P46531,P49757
P46531,P49841
P46531,Q969H0
P46531,Q96JK9
P46531,Q09472
P46531,Q06330
P46531,P49768
P46531,Q9UJU2
P46531,P19838
Q13185,P11309
Q13185,Q16695
Q13185,Q14739
Q13185,Q13263
Q13185,P45973
Q13185,P83916
Q13185,P23497
Q13185,P46013
Q13185,Q9H081
Q13185,Q9H410
Q13185,Q06587
Q13185,O75461
Q13185,Q8IY57
Q13185,Q9BYE7
Q13185,Q969R5
Q13185,P68431
Q13185,Q8IWI9
Q13185,Q7Z3K3
Q13185,Q6IQ32
Q13185,Q9H2P0
Q13185,Q96KQ7
Q13185,Q13111
Q13185,P84243
Q13185,Q96JM3
Q13185,Q99496
Q13185,Q13112
P11309,P30304
P11309,Q9UNH7
P11309,P07900
P11309,Q00987
P11309,P27448
P11309,P00533
P02748,P13987
P50395,P61006
P50395,P61019
P50395,P20338
P50395,P20339
P50395,P51151
P50395,P62491
P61006,Q96CV9
P61006,Q96C24
P61006,Q9Y2J0
P61006,Q96QF0
P61006,P47224
P61006,Q01968
P61006,P61026
P61006,Q9ULV0
P61006,P31150
P61006,Q8TAG9
P61006,P62820
Q96CV9,Q9HA65
Q96CV9,P42858
Q96CV9,Q8TBZ3
Q96CV9,Q9UHD2
Q96CV9,Q15025
Q96CV9,Q9NQC7
Q96CV9,Q9UM54
Q96CV9,Q9GZQ8
Q96CV9,P62491
Q96C24,P20336
Q96C24,Q16623
Q96C24,P51159
Q96C24,O00194
Q96C24,P61764
Q9Y2J0,P20336
Q9Y2J0,P20337
Q9Y2J0,P51159
Q9Y2J0,P35612
P35968,P17948
P35968,P62993
P35968,P15692
P35968,P29353
P35968,P33151
P35968,P12931
P35968,P16333
P35968,O14786
P35968,P98077
P17948,P15692
P17948,P49763
P17948,P49765
P15692,O14786
P49763,O14786
P16333,P10301
P16333,P09619
P16333,Q07889
P16333,P00519
P16333,P51636
P16333,O43516
P16333,Q05193
P16333,Q07666
P16333,Q16513
P16333,Q13153
P16333,Q99704
P16333,Q8IZP0
P16333,P20042
P16333,Q8WV28
P16333,O95819
P16333,Q9UHD2
P16333,O60496
P16333,Q13177
P16333,O00401
P16333,P49770
P16333,Q07912
P16333,Q9NZQ3
P16333,Q14511
P16333,P46108
P16333,Q92918
P16333,P07766
P16333,Q13444
P16333,P00533
P16333,P48023
P16333,P20936
P16333,Q14118
P16333,Q05397
P16333,Q9NRR4
P16333,Q6PJG9
P10301,Q8WWW0
P10301,P04049
Q8WWW0,P61224
Q8WWW0,P10114
Q8WWW0,P01112
Q8WWW0,P01116
Q8WWW0,Q13043
Q8WWW0,Q9NS23
Q8WWW0,O14807
Q8WWW0,P50749
Q8WWW0,Q13188
Q8WWW0,Q66K74
P40189,P13725
P40189,O14543
P40189,P15018
P40189,P26441
P40189,P26992
P40189,P05231
P40189,P23458
P40189,P08887
P13725,P42702
P16671,P07996
Q06187,P05771
Q06187,P16885
Q06187,P78347
Q06187,Q8WV28
Q06187,Q99856
Q06187,O60239
Q06187,Q9P2D0
Q06187,P62993
P60981,P63261
P63261,Q9Y281
P63261,P62328
P63261,P40123
P63261,Q99689
P63261,Q01518
P63261,Q9Y230
P63261,P36873
P16885,P19235
P16885,P06241
P16885,P00533
P29353,P43403
P29353,Q05655
P29353,Q07954
P29353,P62993
P29353,P21860
P29353,Q16288
P29353,Q05209
P29353,Q12929
P29353,Q08345
P29353,Q05397
P29353,O15357
P29353,P10912
P29353,O95782
P29353,Q13480
P29353,Q9UQC2
P29353,O94973
P29353,O15162
P29353,Q92835
P29353,Q8NEM2
P29353,P13688
P29353,Q07889
P29353,P46108
P29353,P04629
P29353,Q16620
P29353,P41240
P29353,Q15303
P29353,P00533
P29353,P03372
P29353,P35916
P29353,Q99062
P29353,P32927
P29353,P14784
P29353,P24394
P29353,O60674
P29353,P05067
P29353,P07949
P29353,P08581
P29353,P08069
P29353,Q96CW1
Q05397,P05106
Q05397,Q9Y490
Q05397,P62993
Q05397,P12931
Q05397,P51813
Q05397,O43294
Q05397,P49023
Q05397,P56945
Q05397,O43639
Q05397,Q9ULH1
Q05397,Q9Y2X7
Q05397,P62140
Q05397,Q14511
Q05397,P15311
Q05397,P04637
Q05397,P43146
Q05397,P00533
Q05397,P06241
Q05397,P46108
Q05397,P18084
Q05397,P60484
Q05397,Q92569
P48736,P01112
P48736,P01116
P48736,Q8WYR1
P48736,P11274
P27361,Q02750
P27361,P54829
P27361,P35236
P27361,P51812
P27361,P19419
P27361,P51452
P27361,Q16539
P27361,P28562
P27361,P53355
P27361,P36507
P27361,Q15418
P27361,Q15349
P27361,Q13115
P27361,Q16828
P27361,Q15256
P27361,P01106
P27361,P04049
P27361,P67775
P27361,Q12913
P27361,P49366
P27361,P28482
P27361,Q8N490
Q07666,Q08881
Q07666,P12931
Q07666,P62993
Q07666,P14598
Q07666,Q92793
Q07666,Q99873
Q07666,Q08211
Q07666,Q8N3X1
Q07666,O75554
Q07666,P40763
Q07666,P06241
Q07666,P20936
Q07666,P08631
Q07666,P06239
Q07666,P46108
Q07666,P09651
P56945,P18031
P56945,P00519
P56945,P12931
P56945,P62993
P56945,Q05209
P56945,Q9Y5K6
P56945,O15259
P56945,Q14511
P56945,P49023
P56945,P46108
P56945,Q15654
P56945,P06241
P56945,P06239
P56945,O75815
Q6PIZ9,P06241
Q6PIZ9,P06239
Q8WWW8,P06241
Q9HCN6,P06241
Q9HCN6,P30273
P17947,P05412
P17947,Q15233
P17947,Q15306
P17947,P49715
P17947,P35637
P17947,P23769
P17947,P51608
P17947,Q13547
P05412,P06400
P05412,Q13285
P05412,P08047
P05412,P09493
P05412,P21675
P05412,P10275
P05412,Q92793
P05412,Q13950
P05412,P17096
P05412,Q13526
P05412,P45983
P05412,Q15796
P05412,P15408
P05412,P63165
P05412,Q15788
P05412,Q09472
P05412,P45984
P05412,P84022
P05412,Q08211
P05412,P18847
P05412,Q9NR30
P05412,P18848
P05412,Q92905
P05412,P63279
P05412,Q14498
P05412,Q16520
P05412,Q02930
P05412,Q8WX92
P05412,Q8WYK2
P05412,Q969H0
P05412,P20749
P05412,P38398
P05412,P68400
P05412,P40763
P05412,P15336
P05412,P53779
P05412,P35638
P05412,Q96J02
P05412,P03372
P05412,P15407
P05412,P04150
P05412,Q16236
P05412,Q01196
P05412,P15172
P05412,P52272
P05412,P14921
P05412,P01100
P05412,P19784
P05412,P49591
P05412,P29590
P05412,P28482
P05412,Q99986
P05412,P07900
P05412,Q9UI36
P05412,P16220
P05412,Q96EB6
P05412,Q9NR55
P05412,Q13469
P05412,Q08209
P05412,P17544
P05412,O95644
P05412,P17275
P06400,P24385
P06400,P05120
P06400,P35232
P06400,P17676
P06400,P00519
P06400,O43463
P06400,P21675
P06400,P10275
P06400,P35869
P06400,Q14209
P06400,O00716
P06400,Q16254
P06400,P17480
P06400,Q13029
P06400,Q13547
P06400,Q99933
P06400,Q9UQ80
P06400,Q92966
P06400,P51948
P06400,O15151
P06400,O75884
P06400,Q16576
P06400,Q09028
P06400,Q66K89
P06400,P51532
P06400,O75569
P06400,Q13107
P06400,P78396
P06400,Q15643
P06400,O14682
P06400,Q92569
P06400,Q12931
P06400,P42685
P06400,Q9Y6B2
P06400,P29375
P06400,Q96FV9
P06400,Q9UBU8
P06400,Q9NY61
P06400,Q5TKA1
P06400,P38398
P06400,P29590
P06400,P50750
P06400,P24941
P06400,Q16533
P06400,Q92994
P06400,Q00534
P06400,P15336
P06400,P11802
P06400,Q09472
P06400,Q01094
P06400,O75832
P06400,P26358
P06400,Q13574
P06400,P62136
P06400,P30260
P06400,P02545
P06400,P33993
P06400,P15172
P06400,P09429
P06400,P04049
P06400,Q00987
P06400,Q92769
P06400,P29374
P06400,Q14186
P06400,Q14188
P06400,Q16539
Q13285,P78337
Q13285,P48552
Q13285,P48436
Q13285,O60869
Q13285,P35222
Q13285,P51843
P08047,P19793
P08047,P36956
P08047,P23511
P08047,Q01094
P08047,P01106
P08047,P51610
P08047,P25490
P08047,Q12772
P08047,P17096
P08047,Q13547
P08047,Q15796
P08047,P62195
P08047,Q13118
P08047,Q99612
P08047,O43474
P08047,Q09028
P08047,Q92769
P08047,P10276
P08047,P38398
P08047,P29590
P08047,P03372
P08047,P10275
P08047,Q13485
P08047,P84022
P08047,Q09472
P08047,P04637
P08047,Q16665
P08047,P10589
P08047,P42858
P08047,Q04206
P08047,P14859
P08047,P51532
P08047,P19838
P08047,P78317
P08047,P63165
P08047,P40763
P08047,P05549
P09493,P13805
P09493,P07951
P09493,P67936
P21675,P24385
P21675,P35269
P21675,P17480
P21675,Q6P1X5
P21675,Q15545
P21675,O00268
P21675,P49848
P21675,Q15542
P21675,Q12962
P21675,Q9Y294
P21675,Q04206
P21675,Q00987
P21675,P01100
P21675,P62805
P10275,P24385
P10275,P35269
P10275,P13984
P10275,P32780
P10275,Q15233
P10275,Q9UBK9
P10275,P27797
P10275,Q92793
P10275,Q08117
P10275,O75376
P10275,Q13485
P10275,Q03135
P10275,P82094
P10275,Q13547
P10275,P49116
P10275,Q99933
P10275,P13056
P10275,Q9Y6Q9
P10275,Q13772
P10275,P51398
P10275,Q9UQ80
P10275,P55317
P10275,O43294
P10275,Q14192
P10275,Q15788
P10275,P78317
P10275,P84022
P10275,O15164
P10275,Q96S59
P10275,O95425
P10275,Q15648
P10275,Q15466
P10275,Q16543
P10275,Q9UBS8
P10275,Q9NQU5
P10275,Q8N2W9
P10275,O75928
P10275,Q96PM5
P10275,P51843
P10275,Q05066
P10275,P41161
P10275,P63279
P10275,Q15596
P10275,Q96L73
P10275,Q9Y4B4
P10275,Q8IZL8
P10275,O94906
P10275,Q15020
P10275,O75925
P10275,P38398
P10275,P35222
P10275,P40763
P10275,P30305
P10275,Q92993
P10275,P00533
P10275,P28482
P10275,Q9Y618
P10275,Q05086
P10275,P50613
P10275,Q9UER7
P10275,Q99638
P10275,P24864
P10275,P10606
P10275,Q15797
P10275,Q14790
P10275,P12931
P10275,P15884
P10275,P49841
P10275,Q12778
P10275,P06396
P10275,P04406
P10275,P12235
P10275,P07900
P10275,P09429
P10275,P14859
P10275,P31749
P10275,Q00987
P10275,P43364
P10275,O15379
P10275,P56524
P10275,P51532
P10275,O43791
P10275,Q9UNE7
P10275,P26367
Q92793,P10071
Q92793,P06454
Q92793,P10242
Q92793,P04637
Q92793,P98177
Q92793,P41235
Q92793,Q12772
Q92793,Q13469
Q92793,Q16236
Q92793,P52630
Q92793,P52948
Q92793,Q13569
Q92793,P42226
Q92793,Q9Y6Q9
Q92793,O43474
Q92793,Q15788
Q92793,Q09472
Q92793,Q13887
Q92793,Q09028
Q92793,Q16665
Q92793,Q14653
Q92793,Q9UBC0
Q92793,Q14686
Q92793,Q92831
Q92793,Q86X55
Q92793,P38398
Q92793,P29590
Q92793,P68400
Q92793,P19784
Q92793,P35222
Q92793,P40763
Q92793,P84022
Q92793,Q15796
Q92793,Q04206
Q92793,P11831
Q92793,O15111
Q92793,P16220
Q92793,Q9UER7
Q92793,Q99961
Q92793,P01106
Q92793,P36956
Q92793,Q00403
Q92793,Q15596
Q92793,P15923
Q92793,Q9UHV2
Q92793,Q99626
Q92793,P03372
Q92793,Q01844
Q92793,Q12778
Q92793,P04150
Q92793,P20823
Q92793,P09629
Q92793,P42858
Q92793,P15172
Q92793,P15336
Q92793,P01100
Q92793,P37231
Q92793,P18848
Q92793,Q13568
Q92793,O43524
Q92793,P12956
Q92793,P63165
P21854,Q92854
Q13950,P84022
Q13950,O15379
Q13950,P01100
Q13950,Q99717
P17096,Q9H2X6
P17096,Q96LA8
P17096,P37231
Q13526,P04637
Q13526,Q13469
Q13526,P53350
Q13526,O00267
Q13526,Q99640
Q13526,P24928
Q13526,Q96Q89
Q13526,P68400
Q13526,P19784
Q13526,P35222
Q13526,P30260
Q13526,Q15233
Q13526,P11388
Q13526,P10636
Q13526,P30307
Q13526,Q01538
Q13526,Q15796
Q13526,P84022
Q13526,P29590
Q13526,O75909
Q13526,P14618
P45983,P17275
P45983,P17535
P45983,P01106
P45983,P04637
P45983,P45985
P45983,O14733
P45983,O95163
P45983,Q9UQF2
P45983,Q9UPT6
P45983,Q9Y6W6
P45983,Q9NRW4
P45983,Q13115
P45983,P19419
P45983,P15336
P45983,Q9NZC7
P45983,P23443
P45983,P09211
P45983,P35568
P45983,P46108
P45983,Q13233
P45983,P45984
P45983,P00533
Q15796,P12757
Q15796,Q13485
Q15796,Q13547
Q15796,Q15583
Q15796,Q09472
Q15796,Q13573
Q15796,P84022
Q15796,O75593
Q15796,O95405
Q15796,Q9Y2U8
Q15796,P04637
Q15796,Q8N2W9
Q15796,P03372
Q15796,Q9UJU2
Q15796,P12755
Q15796,Q9UPN9
Q15796,Q96PU5
Q15796,O00308
P15408,P17275
P15408,P17535
P15408,P17544
P63165,Q13569
P63165,Q9UER7
P63165,Q9H2X6
P63165,P23497
P63165,Q9HC62
P63165,O75925
P63165,Q12772
P63165,P41212
P63165,P29590
P63165,O75928
P63165,P19438
P63165,Q02078
P63165,P63279
P63165,P46060
P63165,P11387
P63165,P11388
P63165,Q02880
P63165,P04637
P63165,P25445
P63165,Q00987
P63165,Q9UBE0
P63165,Q9UBT2
P63165,P49792
P63165,Q00653
P63165,Q05516
P63165,P18031
P63165,P19419
P63165,Q9UIS9
P63165,Q9P0U3
P63165,Q16665
P63165,Q9Y6K9
P63165,P09874
P63165,Q01826
P63165,P10276
P63165,P12004
P63165,P38398
P63165,P14618
P63165,P13639
P63165,P23396
P63165,P39023
P63165,Q14974
P63165,P08865
P63165,P12814
P63165,Q14191
P63165,P78317
P63165,Q9UKL3
P63165,O75626
P63165,P55854
P63165,Q9Y6X2
Q15788,Q07869
Q15788,P19793
Q15788,P35869
Q15788,P42226
Q15788,Q92731
Q15788,Q09472
Q15788,Q99873
Q15788,P62508
Q15788,O75469
Q15788,Q969G3
Q15788,Q9UBK2
Q15788,P10276
Q15788,Q92831
Q15788,P06401
Q15788,P10826
Q15788,P40763
Q15788,P10827
Q15788,P10828
Q15788,Q96RI1
Q15788,P37231
Q15788,P27540
Q15788,P03372
Q15788,P04150
Q15788,P22736
Q15788,P19838
Q15788,P01100
Q15788,Q13133
Q15788,Q14686
Q09472,P24385
Q09472,Q07869
Q09472,P05549
Q09472,P12004
Q09472,P27695
Q09472,P17542
Q09472,P06454
Q09472,P17676
Q09472,P10242
Q09472,Q99966
Q09472,P25490
Q09472,Q13761
Q09472,P39748
Q09472,Q02078
Q09472,P35398
Q09472,P42226
Q09472,Q15797
Q09472,P38398
Q09472,Q13562
Q09472,Q9Y6Q9
Q09472,O15350
Q09472,Q13887
Q09472,Q99967
Q09472,Q16665
Q09472,Q92831
Q09472,Q9Y6B2
Q09472,Q96RS0
Q09472,Q9H4L4
Q09472,Q96PK6
Q09472,Q86X55
Q09472,P40763
Q09472,P84022
Q09472,Q01196
Q09472,P42229
Q09472,Q13485
Q09472,Q15596
Q09472,Q92878
Q09472,O60934
Q09472,P01106
Q09472,Q14653
Q09472,Q06413
Q09472,Q14814
Q09472,Q13105
Q09472,P04637
Q09472,P15884
Q09472,P24941
Q09472,P18146
Q09472,P03372
Q09472,P22736
Q09472,P20823
Q09472,P15923
Q09472,P15172
Q09472,Q04206
Q09472,P55209
Q09472,P31749
Q09472,Q00987
Q09472,P37231
Q09472,P16220
Q09472,P17844
Q09472,P12931
Q09472,P52630
Q09472,Q00610
Q09472,Q96EB6
Q09472,Q13309
Q09472,Q12778
P45984,P04637
P45984,P45985
P45984,Q9BY84
