Key,Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
A0AVI2,10,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0AVT1,11,2,25,1,0,333,25,234,0,0,0,0,0,0,0,0,16661,333,66,6513,6473,234,0,1541,0,0,0,0,421,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0FGR9,12,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JLT2,13,42,106,606,255,15480,2999,659,4855,32,57,1207,3766,38,2143,716,79325,396693,2650,12606454,33522,18523,31523,4931,26718,3395,1108,22466,3836,1581,191668,10830,892,7699,25293,108,1272,10371,229,798,66,534,3238,20519,669,5718,276,12616,850,8952,4,23,27,29,180,13,11368,18,4506,6932,44,360,2013,4,11,192,4,225,7556,19,276,12,4356,1181
A0JNW5,14,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0PJY2,15,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1A5B4,16,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1A5C7,17,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1KZ92,18,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A3K4,19,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A3N6,20,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2PYH4,21,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2RRH5,22,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2RRP1,23,3,6,0,3,23,0,4,0,0,0,6,0,3,0,1,1618,0,0,31,25,0,0,1,0,0,2,0,10,0,22,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A2RU49,24,3,3607,3,0,5951,5476,3243330,1,869,309,0,0,0,0,0,166492,8146,912839,45945,10299891,4140907,1941,1990465482,0,12926,0,0,4354,378,0,0,560998,0,0,81,61428,1721,1685701,797,1036,0,0,0,0,0,650,0,0,0,330026,24,152,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A2RUH7,25,2,3574,1,0,5866,1950,3242802,0,812,309,0,0,0,0,0,152282,2620,899016,45798,10403200,1001106,0,1990460026,0,12930,0,0,4352,73,0,0,560998,0,0,80,61176,1469,1583252,0,1036,0,0,0,0,0,650,0,0,0,329222,0,148,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A2RUT3,26,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2VCK2,27,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A3KMH1,28,2,3574,1,0,5866,1950,3242802,0,812,309,0,0,0,0,0,152282,2620,899016,45798,10403200,1001106,0,1990460026,0,12930,0,0,4352,73,0,0,560998,0,0,80,61176,1469,1583252,0,1036,0,0,0,0,0,650,0,0,0,329222,0,148,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A3KN83,29,5,4125,10,0,6687,13452,3300564,10,1524,322,0,0,0,0,0,131932,19668,1886739,50363,9765905,9886165,16983,1994793795,5,13063,0,0,5356,946,0,0,564050,0,0,168,37304,3248,2592775,3195,1039,0,0,0,0,0,687,0,0,0,361658,459,248,0,0,0,0,24,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
A4D0V7,30,2,3574,1,0,5866,1950,3242802,0,812,309,0,0,0,0,0,152282,2620,899016,45798,10403200,1001106,0,1990460026,0,12930,0,0,4352,73,0,0,560998,0,0,80,61176,1469,1583252,0,1036,0,0,0,0,0,650,0,0,0,329222,0,148,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A4D1E9,31,3,3610,3,0,5971,5482,3243432,1,869,309,0,0,0,0,0,167095,8143,923828,46012,10301382,4141379,1947,1990467166,0,12925,0,0,4370,377,0,0,560998,0,0,81,61476,1742,1685449,794,1036,0,0,0,0,0,650,0,0,0,330018,25,153,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A4FU69,32,3,3832,3,0,6446,5610,3275947,1,1027,317,0,0,0,0,0,148114,8118,1413048,49307,10238372,3902446,2006,1993287036,0,13060,0,0,4886,360,0,0,563042,0,0,135,56109,2161,1967498,799,1038,0,0,0,0,0,672,0,0,0,340975,76,182,0,0,0,0,24,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
A5D8V6,33,2,14,0,1,68,0,57,0,0,1,10,0,2,0,0,1491,0,0,515,649,0,0,157,0,9,9,0,60,0,68,0,9,35,0,0,3,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5D8W1,34,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PLK6,35,3,3832,3,0,6446,5610,3275947,1,1027,317,0,0,0,0,0,148114,8118,1413048,49307,10238372,3902446,2006,1993287036,0,13060,0,0,4886,360,0,0,563042,0,0,135,56109,2161,1967498,799,1038,0,0,0,0,0,672,0,0,0,340975,76,182,0,0,0,0,24,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
A5YKK6,36,7,2032,15,6,4013,10140,2024931,12,6,181,2036,17,2,5,1,688696,19916,30257,26177,7065977,10122610,14173,1357120013,3,7396,4047,6094,2397,903,4082,6084,356666,2022926,13,19,361425,19,2029,11,623,2015,9,10,181,2,462,0,4,4044,3,0,1,1,15,0,0,19,2,2,1,3,3,0,2,0,0,1,2,0,0,0,0,0
A6H8M9,37,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NDA9,38,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NEC2,39,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NER0,40,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NFC5,41,2,2254,1,0,4170,1902,2055591,0,176,180,0,0,0,0,0,896583,3344,117630,25384,6849588,1690053,0,1361416146,0,7322,0,0,2380,166,0,0,360855,0,0,2,358398,404,334738,0,624,0,0,0,0,0,458,0,0,0,15400,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NFQ2,42,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NFU0,43,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NFY4,44,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NH21,45,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NHL2,46,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NHM9,47,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NHR9,48,3,3778,3,0,6281,5508,3263503,1,1024,314,0,0,0,0,0,161758,7968,1227126,47214,10156996,3884598,1967,1991853221,0,12959,0,0,4737,352,0,0,562006,0,0,102,56307,2101,1961686,787,1037,0,0,0,0,0,667,0,0,0,340361,79,188,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A6NI28,49,1,258,0,0,1014,0,33145,0,0,8,0,0,0,0,0,383848,0,0,5124,222644,0,0,2827010,0,164,0,0,568,0,0,0,2044,0,0,0,18869,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NIE9,50,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NIH7,51,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,107,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NIM6,52,1,240,0,0,639,0,28680,0,0,0,0,0,0,0,0,549547,0,0,1445,96437,0,0,2275280,0,0,0,0,80,0,0,0,0,0,0,0,28142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NKB5,53,1,89,0,0,406,0,3916,0,0,0,0,0,0,0,0,225491,0,0,1486,24284,0,0,113564,0,0,0,0,111,0,0,0,0,0,0,0,5722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NKD9,54,2,66,1,0,2242,36,1119,0,15,37,0,0,0,0,0,24072,2182,223,2020920,83324,387,0,12997,0,8952,0,0,427,19,0,0,721,0,0,1,127,20,522,0,386,0,0,0,0,0,17,0,0,0,105,0,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NKT7,55,2,2218,1,0,4508,2000,2047612,0,109,185,0,0,0,0,0,855183,3637,180962,26839,7005034,1817857,0,1360534061,0,7388,0,0,2722,168,0,0,361863,0,0,13,367251,414,217983,0,625,0,0,0,0,0,475,0,0,0,5886,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NLU0,56,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NM28,57,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NMZ7,58,3,3663,3,0,6032,5466,3246718,1,930,309,0,0,0,0,0,170710,8003,1006451,46357,10220671,4041231,1941,1990573590,0,12911,0,0,4444,363,0,0,560998,0,0,85,59690,1862,1786789,792,1036,0,0,0,0,0,650,0,0,0,332708,46,167,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A6NNS2,59,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NNY8,60,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6PVS8,61,2,462,1,0,1655,262,53846,0,100,13,0,0,0,0,0,748900,799,16430,7198,331750,17754,0,4220205,0,227,0,0,987,5,0,0,3052,0,0,2,26604,423,26194,0,3,0,0,0,0,0,41,0,0,0,4949,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A7MCY6,62,2,28,0,1,2526,0,169,0,0,17,16,0,6,0,0,18909,0,0,2029593,27853,0,0,596,0,8637,59,0,835,0,2258,0,162,57,0,0,89,0,0,0,22,88,0,0,3,0,35,129,0,0,0,0,0,1,0,12,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0
A8K0Z3,63,1,17,0,0,146,0,123,0,0,13,0,0,0,0,0,5625,0,0,1293,2196,0,0,506,0,58,0,0,78,0,0,0,159,0,0,0,10,0,0,0,9,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8K2U0,64,2,3574,1,0,5866,1950,3242802,0,812,309,0,0,0,0,0,152282,2620,899016,45798,10403200,1001106,0,1990460026,0,12930,0,0,4352,73,0,0,560998,0,0,80,61176,1469,1583252,0,1036,0,0,0,0,0,650,0,0,0,329222,0,148,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A8K7I4,65,2,3574,1,0,5866,1950,3242802,0,812,309,0,0,0,0,0,152282,2620,899016,45798,10403200,1001106,0,1990460026,0,12930,0,0,4352,73,0,0,560998,0,0,80,61176,1469,1583252,0,1036,0,0,0,0,0,650,0,0,0,329222,0,148,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A8K8P3,66,2,35,1,0,335,35,516,0,0,13,0,0,0,0,0,13068,335,66,7881,10191,516,0,5066,0,347,0,0,311,13,0,0,378,0,0,0,55,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MT19,67,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MT65,68,2,462,1,0,1655,262,53846,0,100,13,0,0,0,0,0,748900,799,16430,7198,331750,17754,0,4220205,0,227,0,0,987,5,0,0,3052,0,0,2,26604,423,26194,0,3,0,0,0,0,0,41,0,0,0,4949,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A8MT69,69,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,474,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MTI9,70,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MVW5,71,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MW92,72,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MWK0,73,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MYU2,74,1,1560,0,0,3607,0,1215891,0,0,129,0,0,0,0,0,1053964,0,0,23989,4897339,0,0,631319160,0,5742,0,0,2186,0,0,0,200143,0,0,0,359836,0,0,0,412,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MYV0,75,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8TX70,76,2,3574,1,0,5866,1950,3242802,0,812,309,0,0,0,0,0,152282,2620,899016,45798,10403200,1001106,0,1990460026,0,12930,0,0,4352,73,0,0,560998,0,0,80,61176,1469,1583252,0,1036,0,0,0,0,0,650,0,0,0,329222,0,148,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
A9UHW6,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0I1T2,78,1,2014,0,0,3885,0,2026911,0,0,180,0,0,0,0,0,683680,0,0,24747,7089437,0,0,1359140866,0,7336,0,0,2314,0,0,0,360855,0,0,0,361408,0,0,0,624,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1ANS9,79,3,3832,3,0,6446,5610,3275947,1,1027,317,0,0,0,0,0,148114,8118,1413048,49307,10238372,3902446,2006,1993287036,0,13060,0,0,4886,360,0,0,563042,0,0,135,56109,2161,1967498,799,1038,0,0,0,0,0,672,0,0,0,340975,76,182,0,0,0,0,24,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
