Column1,Column2
Q13487,Q14653
Q8N3A8,Q9BWF2
P98155,Q9UFG5
O60921,P55263
Q14160,Q9Y5F7
O00541,Q14517
Q14573,P28827
P09382,Q9UBQ5
P02671,Q96QT4
P01857,Q9P0K1
P19878,P12314
Q15759,O00244
Q01954,Q6Q4G3
Q15365,Q8N187
O14980,Q16629
P01112,Q4ADV7
Q02750,Q8WU76
P33897,P51692
Q05586,Q9H1A4
Q9UNX9,P11234
P09496,Q9XRX5
O00757,Q13472
P84103,P49454
O43597,Q96F81
P24390,Q4KMQ1
P48645,P10301
Q9Y2H1,O75487
Q9BYV2,Q9NPD8
O43488,Q8IY22
P25440,Q7L622
Q86YC2,Q6UB28
Q06203,P22626
P98170,P33993
Q9UPT9,Q8NI60
P23297,P54802
P08574,Q6UN15
P02774,Q969U6
Q8TC07,Q9Y233
P02462,Q96T58
Q99653,Q86WS4
Q6UWF7,Q12788
Q13393,Q9UKX7
Q9NVE7,Q02223
P50148,P39086
P20700,Q9H633
Q02556,Q8TD19
Q9ULT8,P35219
Q9BQA1,P63096
Q9ULP9,Q01968
Q8NA19,Q53GS7
Q13239,Q92833
Q14498,Q9UNF0
P01031,Q9Y2W7
Q9H4B7,P13861
Q8IX12,P13760
O14594,P32019
Q92837,Q09161
P78560,Q96ST3
Q7Z4S6,Q96PU8
O15083,O15457
Q99967,Q9UGK8
P09958,P12277
Q6IC98,Q13219
Q9BYI3,Q15904
Q9Y4I1,O60869
P49642,Q8IX12
P63027,P49720
O14777,Q9UPP1
Q9NP64,Q8N3Z0
Q8N3J3,P60903
Q13505,Q7Z2Z2
Q9GZV8,Q2LD37
Q13326,P50991
Q149M9,Q9H9C1
Q86X76,Q96H22
Q6ZN44,P08574
Q6ZMR5,Q9H1U9
Q96QG7,P31151
P28336,O60508
Q8WXA9,Q16650
Q13216,Q92466
Q99832,Q14686
Q9UET6,Q9Y2D0
Q5VXU9,Q712K3
Q8NHQ9,Q6PJG6
Q9UPN3,O75312
Q96RU3,Q9HC36
Q13823,Q9NWU1
Q9H4A4,Q9Y5N6
Q9NVF7,Q92813
O43570,Q96S55
P01892,Q9P2D0
Q9NYU2,P12757
Q9NRD8,Q9NYU1
P01588,Q15437
P09093,Q9HBE1
P01889,Q6PKG0
P60842,Q96S96
Q9UNL4,P51160
Q5T1B0,P11498
Q8TAA9,P35240
Q8IZD4,P50552
Q5T1B0,Q9HAR2
Q92819,P45985
Q9Y2S7,Q8IXR9
Q86VP1,Q4VNC1
O95816,O95793
P02774,Q7L5Y1
Q8WXF1,Q9BW91
Q96AG3,Q9HC77
O43184,Q8TBY9
Q9GZX3,Q69YH5
Q8NFP4,Q16181
Q6MZP7,O95486
O43639,Q96KR1
Q14566,P12318
O00391,Q9Y3Y4
O14730,Q14653
O75899,Q8TEA7
Q16236,Q5VVQ6
Q9C0I4,Q8ND25
Q06609,Q6ZW49
P09382,Q12772
P49815,O94952
Q05DH4,O60508
Q8N465,Q01543
P32243,Q96HR8
Q53EP0,P48553
O60291,Q7Z304
Q9Y5E7,P07225
Q9GZX6,Q9BVI0
P49407,P23458
P11441,P10301
P22314,Q13562
Q9NZ42,P60891
P25791,Q9NRY7
Q96AH0,P00390
P58397,Q9NQP4
O43155,A8MT69
Q8TAD8,Q8N9V7
Q12884,Q9NWS6
O00767,Q9UDX3
Q9C0B7,Q15349
P49189,Q6UXN9
P52209,Q9HD67
Q96P70,O15234
Q13509,Q96BY7
Q9BZQ4,P35626
P19838,P31150
Q01658,P39086
P12314,Q9NWU1
Q96MF7,Q9HC62
Q8NDX5,Q8WUD4
Q8N5H7,Q92888
Q9BQ95,Q9BZ72
P04844,Q96C45
Q8HWS3,P61956
Q5SW79,Q07955
Q99607,Q8TED0
P20719,Q6MZQ0
P13726,P54753
Q13596,P39060
Q9H4B4,Q9HBK9
Q15233,P19878
O00264,Q00978
P02649,Q9NRG1
Q2KHT3,Q86US8
Q8N1L9,O60522
Q9BQ15,Q01459
Q9H9Q2,Q9H6E5
Q96FF9,P17301
Q9UGI8,P26196
Q9NRL2,Q04637
Q15102,P61218
Q8NC51,Q9BXP5
Q92843,P55210
Q96JJ3,O00305
O75955,P47224
Q5XX13,Q9H2X0
Q9BQ52,P42679
P0DPB6,Q15910
Q92831,P53985
Q9UKF5,P23771
Q01970,P17275
Q9H5U6,Q92759
Q9ULC4,Q9BXT5
Q9Y383,P41250
O43586,Q9H1K1
Q9NUJ7,Q14847
P00568,Q13794
O94788,Q8TDT2
Q13464,Q5SW79
Q7Z406,P43166
Q14103,Q9NVA1
P20339,P0DPF2
P02654,P67936
O15116,Q07954
Q8TCY5,Q9UPN3
P21854,P35125
Q9UBU8,Q03113
O14653,O75925
O60241,Q9C0K7
Q9Y2W1,O95433
O15194,Q7L190
P49796,O15105
Q96GD3,Q9UJY1
Q8IZF6,O14976
P13747,Q8N608
Q13867,Q8NHU2
P06729,Q96C24
P12955,Q8NFZ5
P36952,P43351
P68543,Q9UGP5
P04004,Q13017
Q99666,O15265
Q5W064,O43781
P10916,Q8N8B7
P25774,Q9Y4X5
O00257,Q71RS6
P23634,P34897
P05362,O00443
Q07020,Q96ST3
Q96FZ7,P22794
Q9NX47,Q9NVV4
Q9UMF0,Q9Y4I1
P48061,Q9Y4G8
Q9UNU6,P62324
P36575,P33908
Q9BX26,Q7Z6W1
P52824,Q86UT5
Q8TD30,P22413
Q9NV70,O75956
Q9BWT3,Q93062
Q03431,O00429
A2RUH7,O94762
Q86US8,P09429
Q8TF46,P62166
P49116,Q8TAE8
P41227,P34998
Q14168,Q8WW12
O75818,P63272
Q96T37,Q9P1A2
Q7Z5P4,Q4LE39
P35914,O75717
Q8WXQ8,P62942
Q9Y6M1,P24390
P30307,P51608
Q9UNZ2,P46527
Q8N8A2,O75616
Q9UGI9,P05412
O43745,P17813
Q12778,Q02930
Q9NSD9,Q86UE6
P50995,Q9Y3P8
Q9ULA0,O43303
Q9H8W4,Q9Y2W1
P09913,Q16515
Q9BY41,Q99958
P98095,P52594
Q9Y576,Q9H6Z4
Q8NDW8,P51684
Q15561,Q9UI95
P35475,Q05086
Q9UBK5,Q96BD6
Q68D85,Q8IUH5
Q9UNF0,O75914
Q8WZ74,Q5XX13
O14979,Q9NWA0
P42704,Q4VXA5
Q9NUA8,Q9Y2S7
P25189,Q13478
P02790,P29350
O43508,P25929
Q9NWA0,Q99542
P22455,P36896
Q14994,Q9UQP3
P00736,Q96G25
O94888,P07910
P13688,Q29RF7
P07900,Q16829
P02730,P10398
Q8TBK2,P61158
Q9UHW9,Q8WUT9
A2RRH5,P31269
Q8N5R6,P33993
Q96G25,O96011
Q14849,Q9HD26
P15336,Q9Y5V3
O00124,Q8WYP5
P08311,O60488
Q9P2M7,Q8IXT1
P08218,O15061
Q9HAW8,O95025
Q15424,O60264
O75936,Q99570
P54257,P26842
Q9UKL4,P07339
Q9HCL2,Q6P4Q7
Q13371,Q6P9B6
Q86XK2,O60496
O95251,Q8IY22
Q8NFQ6,Q9H7F0
P61371,P51817
Q6PIU2,P13598
O75439,P22105
Q9UNX4,O75940
Q86Y91,Q7L5N1
Q8IWS0,O60701
P52294,Q9Y221
P63000,Q96HS1
O43541,O43488
P09603,P46020
Q8IY63,Q6UWM7
Q9UMS0,Q06710
Q9BQA1,Q6NZY7
Q9UL01,P19532
P31948,Q9H2V7
Q5VV63,Q14186
Q9H8Y8,P05423
Q16667,P35590
Q8N8N7,P49418
Q9UMX1,P20339
Q9H161,Q16633
O75132,O43739
O95486,P21854
Q01892,Q9NPF4
Q9HAU5,Q6IC98
Q08379,O60488
P51813,P49005
Q5JR59,O60312
Q14807,P39748
Q86WS4,Q5HYA8
P18615,Q86TI2
O75326,O95166
P15313,O43684
O75096,O00541
Q9Y294,O14757
P18848,P17706
P51398,Q9C0I4
Q9UEW8,P10747
Q70EL4,P32929
Q6ICG6,O95816
P29317,Q9BU64
P41146,Q17RG1
P49418,Q15375
P05121,O94933
P22105,Q9H3W5
Q9C0J8,Q9BSI4
Q01974,Q8N9B8
Q68EM7,Q5VTE0
Q9P2N7,Q92556
Q96I25,O14519
P58062,P09622
P32969,O75582
Q00975,Q86WV1
Q92734,P23467
Q9UKF6,P51149
Q8IZQ8,P08621
P61586,Q13239
P13612,O75604
P12268,Q13501
Q15124,P46019
Q16099,O75865
Q9NPR2,P29322
O60674,P46459
Q96QT6,P27338
O43313,Q96F81
O60291,Q92736
Q7Z478,O43511
Q9HBZ2,Q9UER7
Q9H7T0,O94941
P07992,P59046
O76070,P10599
Q9NQH7,O00194
P57737,Q16666
Q9UI08,Q15008
Q9NQ48,Q9Y6Q6
O15397,Q15366
Q8N2H9,P52815
Q6PGP7,O95319
Q8V4T7,Q69YH5
P62277,Q9UK32
Q09028,Q13183
P60903,Q9Y217
P10071,P41180
Q02790,Q15363
Q8NEU8,P51636
O95498,Q86V20
Q9UQM7,Q09161
O43294,O15514
Q02833,Q13227
Q8N135,P32189
Q6P988,Q5VYS4
A4FU69,O75326
Q03135,Q96KN2
Q96JP9,Q9NS39
Q8N4T8,Q9UL33
O60503,Q8N6Y2
Q8WU20,P01871
A0A0J9YX06,Q6MZW2
Q9NZB2,O75400
O14896,Q12904
P02458,P11171
Q99665,Q9UNS1
P61088,Q9NZM3
O14593,O75891
P14174,Q86Y91
Q99519,Q9HCN4
P60880,Q13637
P36956,Q15329
Q13023,Q14393
Q9HBX9,Q709F0
P46093,Q15048
Q2M2H8,Q96DZ1
Q99836,Q96G74
Q7Z6L1,Q9Y617
Q14195,O15287
Q9UJY1,Q96F86
Q9BY84,Q8N668
Q9UNS1,O75674
P78317,Q6ZMK1
Q8NER1,P0C7P3
Q8WXD9,Q13422
Q6SJ93,O95198
Q7Z2E3,O60684
O60942,Q9NP64
Q99666,Q96T37
Q6NXR4,O43760
Q969M7,P53350
Q9P2J5,P42702
O00482,Q13951
O15525,O75489
P22736,O00716
Q8N108,O60840
Q6PL18,Q14191
Q9C091,Q86SQ9
Q9H2X3,P17980
Q9NSE4,P01040
Q08345,A6NER0
Q92900,Q86TI2
P09234,Q8IX01
P43364,Q9HC98
Q96GD4,P84022
Q9NQC3,P36575
Q8IUD2,Q9Y234
Q8WTS6,Q9NRI5
Q9H0W9,Q9Y679
Q9BYW2,Q12879
Q99650,Q16719
Q96EK4,Q9H7Z6
P19256,Q86VZ2
Q9UPT6,Q14596
P11388,P26715
Q17RR3,Q9BWU1
P55042,Q9NWS6
Q9HAU5,Q05707
O14763,Q6ZMR5
O00472,Q9BTN0
Q6R327,Q96JA1
Q16222,P01889
Q702N8,P29992
Q9BX93,Q9NY65
Q13459,O60704
P24593,Q13671
P21127,Q9UNS1
Q86Y56,O14896
O15296,Q8N5H7
O15083,O00533
P57078,Q8TBH0
O95628,Q9ULV8
P78508,O94955
O15503,Q96RP9
Q969G2,Q01459
P26367,P29460
Q9BXC9,O95822
Q86UE8,P61457
O15091,Q9Y2D8
A1KZ92,O75469
O95782,Q9H7B4
Q8TEQ6,Q96BD8
Q9Y3I1,P26010
P22888,Q7L5D6
P22692,Q9UJX5
O75146,O75503
Q9HAR2,O43463
Q6IA86,Q96KP1
Q99814,Q13683
Q96MN2,O75094
Q86TM6,P18206
Q15046,Q9C040
Q8IW19,B9A6J9
Q6P2C8,P28715
P11230,Q8IWZ6
P80217,Q9P278
Q9BQG0,Q8WXX0
P06858,P51587
A8TX70,Q96CV9
Q9NQ66,Q8IXH8
P43489,Q9H165
Q16401,Q3MIP1
Q9P0L0,Q8NFH4
Q13404,Q8IYJ3
Q9ULC5,P46776
P63146,Q9NXX6
Q6ZYL4,P05387
Q8IU85,Q14571
O94779,P01116
P10721,Q15691
Q96DI7,O75446
Q13627,Q9Y4I1
Q8WWR8,P05120
Q9H2X6,P49795
Q14669,Q9NP98
Q15485,P08218
Q9UQ13,Q13489
Q13472,P30260
O15534,Q9UBF8
Q9UK32,P14778
Q96JF0,O14640
Q13263,O15047
Q96EB1,Q9H9E3
Q9UQR0,Q9BQS7
Q01974,Q8WXA8
Q8NBZ0,Q96T23
Q9GZN8,Q5T447
P15976,Q9HBI0
Q9NUA8,Q96KP1
O43617,O75683
Q7L523,P50453
O14931,Q9NR50
Q8WWZ3,P30048
Q9P2B2,P01241
Q9H160,Q15276
P00325,Q2VIR3
Q96L92,Q5T4W7
Q7L2H7,P48443
Q9UPM8,P06127
Q9C0H5,Q7Z7L1
P02686,P24723
P78337,O75525
P28360,P04003
P62308,Q9UJF2
Q13118,O94985
P01275,Q8NE01
P17706,Q86TG7
P09917,P30520
Q9BQE4,Q96CW1
P24278,P16619
P28702,P09622
P35226,P12643
Q6WCQ1,P52815
O95639,O60683
Q6ZSG1,P50749
Q9H0E3,P35462
P13598,Q8TD30
O96011,Q9UER7
Q92922,Q14C86
P22760,Q12841
Q8NCN5,Q9C0C9
Q92730,Q8WXA9
Q9H1U9,Q8N3C0
O00231,Q6Y2X3
P31152,P41250
Q5H9K5,P61024
O95471,Q9H0Y0
Q92904,Q15628
Q9ULV8,Q9NQU5
Q15078,Q68DC2
Q15915,P54252
P68402,Q7RTY5
A6NEC2,P35613
P02763,Q9UN72
P53990,Q8WYJ6
Q13586,C0HM02
Q15506,Q2NKX8
P98077,Q92629
Q5VWG9,Q7Z333
Q00537,Q96I34
O15530,P34932
Q9H0N5,P08684
Q15393,Q9H0N5
O14730,O14924
Q06190,Q8WW01
Q9Y3E5,Q9UQ10
P61073,Q92785
Q15717,P12259
Q92871,Q96QZ7
P61970,Q08J23
Q0ZLH3,Q99626
Q8TEM1,Q8IYF3
Q71U36,Q9UHA4
O75762,P60510
A8MW92,Q9P246
Q8N8S7,Q9HBU6
Q14746,P48546
P26045,Q9Y2D8
Q92772,P48431
P14555,Q13003
O75558,Q9NRL2
Q01082,P15884
O95863,P35916
Q13887,A8K8P3
P05452,P17542
Q9NXF1,Q5RKV6
Q9UKS6,O60880
Q00403,Q9H7M6
O15056,Q9H0R1
P20594,O95243
Q96GX5,Q14BN4
Q96M89,P63241
Q8TEK3,Q7Z628
Q9UQ35,P48553
Q9P253,P17735
Q9Y2C2,O95273
Q8N309,P55084
P49238,Q92731
Q9UHI6,Q8NE01
Q96CF2,Q96BH3
P54136,Q12982
Q68CZ2,O75503
O14744,P49023
P80098,P51659
Q9NRG4,Q9ULG3
P24278,Q9NP66
Q9H0F6,Q5SY80
O00750,O75593
P35240,Q08629
O15488,Q07001
Q13474,P04406
O60315,Q8TEA7
Q99958,Q02447
O75083,Q5THR3
Q99961,Q8TDN4
Q9BUI4,P30305
